week_start,predicted_price,lower_80,upper_80,days_covered,view_frequency,source_frequency,reason,confidence_score_percent,interval_confidence_percent
2026-07-27,940.59,878.9,1144.32,2,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,79.0,80
2026-08-03,940.59,878.9,1144.32,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,79.0,80
2026-08-10,940.59,878.9,1144.32,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,79.0,80
2026-08-17,940.59,878.9,1144.32,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,79.0,80
2026-08-24,940.59,878.9,1144.32,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,79.0,80
2026-08-31,943.0157142857142,875.9857142857143,1173.7285714285715,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,78.0,80
2026-09-07,943.42,875.5,1178.6299999999999,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,77.8,80
2026-09-14,943.42,875.5,1178.6299999999999,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,77.8,80
2026-09-21,943.42,875.5,1178.6299999999999,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,77.8,80
2026-09-28,948.9628571428572,891.6257142857143,1222.2185714285715,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,76.9,80
2026-10-05,953.12,903.72,1254.91,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,76.3,80
2026-10-12,953.12,903.72,1254.91,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,76.3,80
2026-10-19,953.12,903.72,1254.91,7,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,76.3,80
2026-10-26,953.12,903.7199999999999,1254.91,6,weekly,derived_from_monthly_model,This weekly value is an average of the available monthly-model daily display values; it is not an independently trained weekly forecast.,76.3,80
